"SMD235.Code.or.Value","SMD235.Value.Description","SMD235.Count","SMD235.Cumulative","SMD235.Skip.to.Item"
"1 to 60","Range of Values",21,21,NA
"777","Refused",0,21,NA
"999","Don't know",0,21,NA
".","Missing",5390,5411,NA
