"AUXLR108.Code.or.Value","AUXLR108.Value.Description","AUXLR108.Count","AUXLR108.Cumulative","AUXLR108.Skip.to.Item"
"-67 to 62","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
