"AUXLR261.Code.or.Value","AUXLR261.Value.Description","AUXLR261.Count","AUXLR261.Cumulative","AUXLR261.Skip.to.Item"
"-26 to 65","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
