"AUDTYR51.Code.or.Value","AUDTYR51.Value.Description","AUDTYR51.Count","AUDTYR51.Cumulative","AUDTYR51.Skip.to.Item"
"0 to 3.91","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
