"AUDTYL36.Code.or.Value","AUDTYL36.Value.Description","AUDTYL36.Count","AUDTYL36.Cumulative","AUDTYL36.Skip.to.Item"
"0 to 2.13","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
