"AUXLR269.Code.or.Value","AUXLR269.Value.Description","AUXLR269.Count","AUXLR269.Cumulative","AUXLR269.Skip.to.Item"
"-22 to 93","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
