"AUXRR217.Code.or.Value","AUXRR217.Value.Description","AUXRR217.Count","AUXRR217.Cumulative","AUXRR217.Skip.to.Item"
"-26 to 91","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
