"AUXRR117.Code.or.Value","AUXRR117.Value.Description","AUXRR117.Count","AUXRR117.Cumulative","AUXRR117.Skip.to.Item"
"-51 to 73","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
