"AUXRR129.Code.or.Value","AUXRR129.Value.Description","AUXRR129.Count","AUXRR129.Cumulative","AUXRR129.Skip.to.Item"
"-43 to 73","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
