"AUDTYR60.Code.or.Value","AUDTYR60.Value.Description","AUDTYR60.Count","AUDTYR60.Cumulative","AUDTYR60.Skip.to.Item"
"0 to 2","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
