"AUDTYR84.Code.or.Value","AUDTYR84.Value.Description","AUDTYR84.Count","AUDTYR84.Cumulative","AUDTYR84.Skip.to.Item"
"0","0",1774,1774,NA
".","Missing",115,1889,NA
