"TYXP074.Code.or.Value","TYXP074.Value.Description","TYXP074.Count","TYXP074.Cumulative","TYXP074.Skip.to.Item"
"-170 to 117","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
