"AUXLR148.Code.or.Value","AUXLR148.Value.Description","AUXLR148.Count","AUXLR148.Cumulative","AUXLR148.Skip.to.Item"
"-17 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
