"AUXLR165.Code.or.Value","AUXLR165.Value.Description","AUXLR165.Count","AUXLR165.Cumulative","AUXLR165.Skip.to.Item"
"-6 to 44","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
