"RHQ163.Code.or.Value","RHQ163.Value.Description","RHQ163.Count","RHQ163.Cumulative","RHQ163.Skip.to.Item"
"16 to 44","Range of Values",195,195,NA
"777","Refused",0,195,NA
"999","Don't know",1,196,NA
".","Missing",3422,3618,NA
