"CBQ540.Code.or.Value","CBQ540.Value.Description","CBQ540.Count","CBQ540.Cumulative","CBQ540.Skip.to.Item"
"1","Yes",843,843,NA
"2","No",1258,2101,NA
"7","Refused",0,2101,NA
"9","Don't know",1,2102,NA
".","Missing",8073,10175,NA
