"AUXRR221.Code.or.Value","AUXRR221.Value.Description","AUXRR221.Count","AUXRR221.Cumulative","AUXRR221.Skip.to.Item"
"-18 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
