"AUXLR227.Code.or.Value","AUXLR227.Value.Description","AUXLR227.Count","AUXLR227.Cumulative","AUXLR227.Skip.to.Item"
"-29 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
