"DBD895.Code.or.Value","DBD895.Value.Description","DBD895.Count","DBD895.Cumulative","DBD895.Skip.to.Item"
"1 to 21","Range of Values",7320,7320,""
"0","None",2362,9682,"DBD905"
"5555","More than 21 meals per week",5,9687,""
"7777","Refused",1,9688,"DBD905"
"9999","Dont Know",15,9703,"DBD905"
".","Missing",472,10175,""
