"CIQD006.Code.or.Value","CIQD006.Value.Description","CIQD006.Count","CIQD006.Cumulative","CIQD006.Skip.to.Item"
"1","Yes",64,64,NA
"2","No",9,73,NA
"7","Refuse",0,73,NA
"9","Don't know",0,73,NA
".","Missing",705,778,NA
