"AUXRR173.Code.or.Value","AUXRR173.Value.Description","AUXRR173.Count","AUXRR173.Cumulative","AUXRR173.Skip.to.Item"
"-43 to 82","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
