"AUXLR228.Code.or.Value","AUXLR228.Value.Description","AUXLR228.Count","AUXLR228.Cumulative","AUXLR228.Skip.to.Item"
"-14 to 64","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
