"SXQ627.Code.or.Value","SXQ627.Value.Description","SXQ627.Count","SXQ627.Cumulative","SXQ627.Skip.to.Item"
"0 to 65","Range of Values",1508,1508,NA
"77777","Refused",2,1510,NA
"99999","Don't know",0,1510,NA
".","Missing",3792,5302,NA
