"AUXRR229.Code.or.Value","AUXRR229.Value.Description","AUXRR229.Count","AUXRR229.Cumulative","AUXRR229.Skip.to.Item"
"-23 to 73","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
