"DBQ370.Code.or.Value","DBQ370.Value.Description","DBQ370.Count","DBQ370.Cumulative","DBQ370.Skip.to.Item"
"1","Yes",2588,2588,""
"2","No",118,2706,"DBQ400"
"7","Refused",0,2706,"DBQ400"
"9","Don't know",2,2708,"DBQ400"
".","Missing",7467,10175,""
