"SXQ600.Code.or.Value","SXQ600.Value.Description","SXQ600.Count","SXQ600.Cumulative","SXQ600.Skip.to.Item"
"0 to 100","Range of Values",2621,2621,NA
"77777","Refused",9,2630,NA
"99999","Don't know",11,2641,NA
".","Missing",1984,4625,NA
