"AUXRR144.Code.or.Value","AUXRR144.Value.Description","AUXRR144.Count","AUXRR144.Cumulative","AUXRR144.Skip.to.Item"
"-23 to 80","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
