"PAQ665.Code.or.Value","PAQ665.Value.Description","PAQ665.Count","PAQ665.Cumulative","PAQ665.Skip.to.Item"
"1","Yes",2661,2661,""
"2","No",4444,7105,"PAD680"
"7","Refused",0,7105,"PAD680"
"9","Don't know",0,7105,"PAD680"
".","Missing",2254,9359,""
