"LBD206LC.Code.or.Value","LBD206LC.Value.Description","LBD206LC.Count","LBD206LC.Cumulative","LBD206LC.Skip.to.Item"
"0","At or above the detection limit",190,190,NA
"1","Below lower detection limit",75,265,NA
".","Missing",0,265,NA
