"DIQ100.Code.or.Value","DIQ100.Value.Description","DIQ100.Count","DIQ100.Cumulative","DIQ100.Skip.to.Item"
"1","Yes",769,769,""
"2","No",2713,3482,"DIQ120"
"7","Refused",2,3484,"DIQ120"
"9","Don't know",1,3485,"DIQ120"
".","Missing",6985,10470,""
