"TYXP012.Code.or.Value","TYXP012.Value.Description","TYXP012.Count","TYXP012.Cumulative","TYXP012.Skip.to.Item"
"88 to 199","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
