"AUXLR112.Code.or.Value","AUXLR112.Value.Description","AUXLR112.Count","AUXLR112.Cumulative","AUXLR112.Skip.to.Item"
"-46 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
