"AUDTYL11.Code.or.Value","AUDTYL11.Value.Description","AUDTYL11.Count","AUDTYL11.Cumulative","AUDTYL11.Skip.to.Item"
"0 to 1.91","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
