"AUXLR283.Code.or.Value","AUXLR283.Value.Description","AUXLR283.Count","AUXLR283.Cumulative","AUXLR283.Skip.to.Item"
"-34 to 51","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
