"SXQ570.Code.or.Value","SXQ570.Value.Description","SXQ570.Count","SXQ570.Cumulative","SXQ570.Skip.to.Item"
"0 to 100","Range of Values",41,41,NA
"77777","Refused",2,43,NA
"99999","Don't know",0,43,NA
".","Missing",3242,3285,NA
