"AUXLR140.Code.or.Value","AUXLR140.Value.Description","AUXLR140.Count","AUXLR140.Cumulative","AUXLR140.Skip.to.Item"
"-46 to 119","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
