"AUDTYR38.Code.or.Value","AUDTYR38.Value.Description","AUDTYR38.Count","AUDTYR38.Cumulative","AUDTYR38.Skip.to.Item"
"0 to 2.47","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
