"RFXC166.Code.or.Value","RFXC166.Value.Description","RFXC166.Count","RFXC166.Cumulative","RFXC166.Skip.to.Item"
"-7.386 to 1.666","Range of Values",51049,51049,NA
".","Missing",27,51076,NA
