"AUXLR216.Code.or.Value","AUXLR216.Value.Description","AUXLR216.Count","AUXLR216.Cumulative","AUXLR216.Skip.to.Item"
"-30 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
