"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-41 to 151","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
