"RHQ566.Code.or.Value","RHQ566.Value.Description","RHQ566.Count","RHQ566.Cumulative","RHQ566.Skip.to.Item"
"1","Yes",3,3,NA
"2","No",33,36,NA
"7","Refused",0,36,NA
"9","Don't know",0,36,NA
".","Missing",3262,3298,NA
