"KIQ160.Code.or.Value","KIQ160.Value.Description","KIQ160.Count","KIQ160.Cumulative","KIQ160.Skip.to.Item"
"18 to 87","Range of Values",179,179,NA
"77777","Refused",0,179,NA
"99999","Don't know",0,179,NA
".","Missing",4701,4880,NA
