"LBD146LC.Code.or.Value","LBD146LC.Value.Description","LBD146LC.Count","LBD146LC.Cumulative","LBD146LC.Skip.to.Item"
"0","detectable result",748,748,NA
"1","below detectable limit",1551,2299,NA
".","Missing",248,2547,NA
