"AUDTYL52.Code.or.Value","AUDTYL52.Value.Description","AUDTYL52.Count","AUDTYL52.Cumulative","AUDTYL52.Skip.to.Item"
"0 to 3.5","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
