"TYXP076.Code.or.Value","TYXP076.Value.Description","TYXP076.Count","TYXP076.Cumulative","TYXP076.Skip.to.Item"
"-180 to 112","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
