"AUXLR280.Code.or.Value","AUXLR280.Value.Description","AUXLR280.Count","AUXLR280.Cumulative","AUXLR280.Skip.to.Item"
"-10 to 60","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
