"FSD230.Code.or.Value","FSD230.Value.Description","FSD230.Count","FSD230.Cumulative","FSD230.Skip.to.Item"
"1","Yes",2749,2749,NA
"2","No",207,2956,NA
"7","Refused",0,2956,NA
"9","Don't know",8,2964,NA
".","Missing",6792,9756,NA
