"AUXLR141.Code.or.Value","AUXLR141.Value.Description","AUXLR141.Count","AUXLR141.Cumulative","AUXLR141.Skip.to.Item"
"-25 to 60","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
