"AUXLR110.Code.or.Value","AUXLR110.Value.Description","AUXLR110.Count","AUXLR110.Cumulative","AUXLR110.Skip.to.Item"
"-65 to 57","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
