"WBXA019.Code.or.Value","WBXA019.Value.Description","WBXA019.Count","WBXA019.Cumulative","WBXA019.Skip.to.Item"
"-2.0264 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
