"FSD655.Code.or.Value","FSD655.Value.Description","FSD655.Count","FSD655.Cumulative","FSD655.Skip.to.Item"
"1","Yes",779,779,""
"2","No",582,1361,"HHfdsec"
"7","Refused",0,1361,"HHfdsec"
"9","Don't know",4,1365,"HHfdsec"
".","Missing",8600,9965,""
