"AUXLR255.Code.or.Value","AUXLR255.Value.Description","AUXLR255.Count","AUXLR255.Cumulative","AUXLR255.Skip.to.Item"
"-12 to 73","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
