"AUXLR260.Code.or.Value","AUXLR260.Value.Description","AUXLR260.Count","AUXLR260.Cumulative","AUXLR260.Skip.to.Item"
"-4 to 40","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
