"AUXLR137.Code.or.Value","AUXLR137.Value.Description","AUXLR137.Count","AUXLR137.Cumulative","AUXLR137.Skip.to.Item"
"-26 to 39","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
