"DBQ930.Code.or.Value","DBQ930.Value.Description","DBQ930.Count","DBQ930.Cumulative","DBQ930.Skip.to.Item"
"1","Yes",3760,3760,NA
"2","No",3128,6888,NA
"7","Refused",0,6888,NA
"9","Don't know",1,6889,NA
".","Missing",3648,10537,NA
