"SMQ830.Code.or.Value","SMQ830.Value.Description","SMQ830.Count","SMQ830.Cumulative","SMQ830.Skip.to.Item"
"1 to 5","Range of Values",16,16,NA
"7","Refused",0,16,NA
"9","Don't know",1,17,NA
".","Missing",7352,7369,NA
