"AUDTYR30.Code.or.Value","AUDTYR30.Value.Description","AUDTYR30.Count","AUDTYR30.Cumulative","AUDTYR30.Skip.to.Item"
"0 to 1.75","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
