"AUDTYL64.Code.or.Value","AUDTYL64.Value.Description","AUDTYL64.Count","AUDTYL64.Cumulative","AUDTYL64.Skip.to.Item"
"0 to 2.03","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
