"CIQP41.Code.or.Value","CIQP41.Value.Description","CIQP41.Count","CIQP41.Cumulative","CIQP41.Skip.to.Item"
"1","Yes",1,1,"CIQP43ZZ"
"2","No",2,3,"CIQP43ZZ"
"7","Refused",0,3,"CIQP43ZZ"
"9","Don't know",0,3,"CIQP43ZZ"
".","Missing",847,850,""
