"DBD055.Code.or.Value","DBD055.Value.Description","DBD055.Count","DBD055.Cumulative","DBD055.Skip.to.Item"
"1 to 1825","Range of Values",1718,1718,NA
"0","Never",136,1854,NA
"777777","Refused",0,1854,NA
"999999","Don't know",11,1865,NA
".","Missing",8310,10175,NA
