"TYXP022.Code.or.Value","TYXP022.Value.Description","TYXP022.Count","TYXP022.Cumulative","TYXP022.Skip.to.Item"
"4 to 199","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
