"AUXLR267.Code.or.Value","AUXLR267.Value.Description","AUXLR267.Count","AUXLR267.Cumulative","AUXLR267.Skip.to.Item"
"-14 to 109","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
