"TYXP247.Code.or.Value","TYXP247.Value.Description","TYXP247.Count","TYXP247.Cumulative","TYXP247.Skip.to.Item"
"-298 to 142","Range of Values",77,77,NA
".","Missing",5508,5585,NA
