"AUDTYR47.Code.or.Value","AUDTYR47.Value.Description","AUDTYR47.Count","AUDTYR47.Cumulative","AUDTYR47.Skip.to.Item"
"0 to 2.53","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
